#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr6,41601542,41615822	chr6,41321369,41327923
chr6,41601542,41615822	chr6,41327924,41344303
chr6,41601542,41615822	chr6,41367874,41375511
chr6,41601542,41615822	chr6,41377748,41381509
chr6,41601542,41615822	chr6,41381510,41384971
chr6,41601542,41615822	chr6,41387136,41400428
chr6,41601542,41615822	chr6,41411473,41416435
chr6,41601542,41615822	chr6,41430933,41440272
chr6,41601542,41615822	chr6,41440273,41443361
chr6,41686757,41715708	chr6,41989728,41996468
chr6,41686757,41715708	chr6,42040984,42047231
chr6,41686757,41715708	chr6,42207774,42215508
chr6,41717191,41722607	chr6,41321369,41327923
chr6,41717191,41722607	chr6,41411473,41416435
chr6,41746526,41752784	chr6,41593142,41600178
chr6,41746526,41752784	chr6,41989728,41996468
chr6,41746526,41752784	chr6,41996469,42005411
chr6,41746526,41752784	chr6,42007384,42009483
chr6,41746526,41752784	chr6,42009484,42016104
chr6,41746526,41752784	chr6,42048826,42054624
chr6,41746526,41752784	chr6,42070497,42079507
chr6,41752785,41755424	chr6,41381510,41384971
chr6,41752785,41755424	chr6,41562159,41571158
chr6,41752785,41755424	chr6,41968990,41977746
chr6,41752785,41755424	chr6,41996469,42005411
chr6,41752785,41755424	chr6,42007384,42009483
chr6,41752785,41755424	chr6,42009484,42016104
chr6,41799558,41801745	chr6,41890035,41895629
chr6,41799558,41801745	chr6,41961775,41967742
chr6,41799558,41801745	chr6,41989728,41996468
chr6,41799558,41801745	chr6,41996469,42005411
chr6,41799558,41801745	chr6,42082087,42084743
chr6,41799558,41801745	chr6,42129539,42138268
chr6,41799558,41801745	chr6,42140162,42148677
chr6,41799558,41801745	chr6,42670141,42678117
chr6,41860843,41876033	chr6,41989728,41996468
chr6,41860843,41876033	chr6,42009484,42016104
chr6,41884344,41890034	chr6,41996469,42005411
chr6,41884344,41890034	chr6,42007384,42009483
chr6,41884344,41890034	chr6,42009484,42016104
chr6,41884344,41890034	chr6,42587642,42594788
chr6,41985278,41989727	chr6,41725077,41731369
chr6,41985278,41989727	chr6,41770802,41786198
chr6,42016105,42025337	chr6,41381510,41384971
chr6,42016105,42025337	chr6,41742828,41745553
chr6,42016105,42025337	chr6,41755425,41757542
chr6,42016105,42025337	chr6,41757543,41758634
chr6,42016105,42025337	chr6,41815622,41824541
chr6,42370051,42383770	chr6,42512949,42519212
chr6,42419196,42421218	chr6,42275654,42276773
chr6,42419196,42421218	chr6,42276774,42281945
chr6,42419196,42421218	chr6,42284113,42286406
chr6,42531084,42531854	chr6,42187668,42189619
chr6,42531084,42531854	chr6,42275654,42276773
chr6,42630931,42640454	chr6,42798944,42809779
chr6,42630931,42640454	chr6,42809780,42813495
chr6,42630931,42640454	chr6,42835408,42837134
chr6,42630931,42640454	chr6,42837135,42841138
chr6,42630931,42640454	chr6,42851406,42852721
chr6,42630931,42640454	chr6,42863418,42870255
chr6,42841139,42851405	chr6,42097876,42104906
chr6,42841139,42851405	chr6,42166092,42170729
chr6,42841139,42851405	chr6,42613742,42614981
chr6,42841139,42851405	chr6,42617222,42619045
chr6,42841139,42851405	chr6,42619917,42621706
chr6,42841139,42851405	chr6,42621707,42623960
chr6,42841139,42851405	chr6,42623961,42627815
chr6,42841139,42851405	chr6,42627816,42630930
chr6,42841139,42851405	chr6,42640455,42658230
chr6,42841139,42851405	chr6,42658231,42659816
chr6,42841139,42851405	chr6,42659850,42660751
chr6,42841139,42851405	chr6,42660752,42664907
chr6,42841139,42851405	chr6,42670141,42678117
chr6,42841139,42851405	chr6,42678118,42680606
chr6,42841139,42851405	chr6,42700445,42708853
chr6,42853873,42859832	chr6,41841814,41849663
chr6,42853873,42859832	chr6,42404644,42408246
chr6,42853873,42859832	chr6,42623961,42627815
chr6,42853873,42859832	chr6,42627816,42630930
chr6,42952069,42966890	chr6,43316836,43330346
chr6,42974400,42983006	chr6,109763802,109764440
chr6,42974400,42983006	chr6,43092029,43098253
chr6,43003164,43018599	chr6,42997901,43002167
chr6,43003164,43018599	chr6,43092029,43098253
chr6,43003164,43018599	chr6,43098254,43110854
chr6,43003164,43018599	chr6,43110855,43113516
chr6,43018600,43024353	chr6,33276405,33280320
chr6,43018600,43024353	chr6,43092029,43098253
chr6,43018600,43024353	chr6,43098254,43110854
chr6,43018600,43024353	chr6,43110855,43113516
chr6,43018600,43024353	chr6,43113517,43115065
chr6,43018600,43024353	chr6,43115066,43136731
chr6,43024354,43031168	chr6,43092029,43098253
chr6,43024354,43031168	chr6,43110855,43113516
chr6,43024354,43031168	chr6,43152343,43156546
chr6,43043290,43051358	chr6,43092029,43098253
chr6,43043290,43051358	chr6,43110855,43113516
chr6,43136732,43143383	chr6,42997901,43002167
chr6,43143384,43150212	chr6,42966891,42972876
chr6,43143384,43150212	chr6,42992823,42997900
chr6,43143384,43150212	chr6,43176366,43180741
chr6,43143384,43150212	chr6,43278988,43282061
chr6,43143384,43150212	chr6,43296401,43301500
chr6,43185141,43195292	chr6,43183372,43184501
chr6,43185141,43195292	chr6,43453428,43454934
chr6,43185141,43195292	chr6,43470594,43472298
chr6,43195293,43223822	chr6,43152343,43156546
chr6,43195293,43223822	chr6,43172885,43176365
chr6,43195293,43223822	chr6,43301555,43302549
chr6,43195293,43223822	chr6,43331115,43333441
chr6,43195293,43223822	chr6,43359831,43372520
chr6,43195293,43223822	chr6,43412024,43421896
chr6,43195293,43223822	chr6,43430668,43439169
chr6,43195293,43223822	chr6,43454935,43470593
chr6,43195293,43223822	chr6,43470594,43472298
chr6,43195293,43223822	chr6,43526389,43538917
chr6,43271874,43278987	chr6,43152343,43156546
chr6,43271874,43278987	chr6,43430668,43439169
chr6,43271874,43278987	chr6,43470594,43472298
chr6,43333442,43339393	chr6,43230171,43247749
chr6,43333442,43339393	chr6,43359831,43372520
chr6,43333442,43339393	chr6,43412024,43421896
chr6,43333442,43339393	chr6,43454935,43470593
chr6,43395091,43407679	chr6,43278988,43282061
chr6,43421897,43427929	chr6,42997901,43002167
chr6,43421897,43427929	chr6,43110855,43113516
chr6,43421897,43427929	chr6,43172885,43176365
chr6,43421897,43427929	chr6,43176366,43180741
chr6,43421897,43427929	chr6,43230171,43247749
chr6,43421897,43427929	chr6,43278988,43282061
chr6,43421897,43427929	chr6,43359831,43372520
chr6,43421897,43427929	chr6,43454935,43470593
chr6,43421897,43427929	chr6,43470594,43472298
chr6,43421897,43427929	chr6,43472299,43474230
chr6,43421897,43427929	chr6,43538918,43542761
chr6,43421897,43427929	chr6,43546712,43558784
chr6,43439170,43453412	chr6,43165522,43172884
chr6,43439170,43453412	chr6,43180811,43183371
chr6,43439170,43453412	chr6,43230171,43247749
chr6,43439170,43453412	chr6,43359831,43372520
chr6,43439170,43453412	chr6,43427930,43430667
chr6,43439170,43453412	chr6,90193333,90195532
chr6,43474231,43483306	chr6,37386578,37391870
chr6,43474231,43483306	chr6,42966891,42972876
chr6,43474231,43483306	chr6,43176366,43180741
chr6,43474231,43483306	chr6,43223823,43230170
chr6,43474231,43483306	chr6,43230171,43247749
chr6,43474231,43483306	chr6,43278988,43282061
chr6,43474231,43483306	chr6,43293918,43296220
chr6,43474231,43483306	chr6,43304431,43316835
chr6,43474231,43483306	chr6,43412024,43421896
chr6,43474231,43483306	chr6,43427930,43430667
chr6,43474231,43483306	chr6,43526389,43538917
chr6,43474231,43483306	chr6,43538918,43542761
chr6,43483307,43489064	chr6,43230171,43247749
chr6,43483307,43489064	chr6,43515213,43521238
chr6,43483307,43489064	chr6,43523122,43526388
chr6,43483307,43489064	chr6,43526389,43538917
chr6,43483307,43489064	chr6,43538918,43542761
chr6,43483307,43489064	chr6,43564722,43568182
chr6,43483307,43489064	chr6,44027857,44031356
chr6,43508527,43515212	chr6,43523122,43526388
chr6,43508527,43515212	chr6,43526389,43538917
chr6,43508527,43515212	chr6,43538918,43542761
chr6,43542762,43546711	chr6,43230171,43247749
chr6,43542762,43546711	chr6,43515213,43521238
chr6,43542762,43546711	chr6,43952865,43958758
chr6,43542762,43546711	chr6,44049427,44057135
chr6,43590241,43611931	chr6,43721503,43730521
chr6,43590241,43611931	chr6,43760364,43765113
chr6,43590241,43611931	chr6,43978361,43981514
chr6,43590241,43611931	chr6,43981515,43995786
chr6,43590241,43611931	chr6,43995787,44001786
chr6,43590241,43611931	chr6,44027857,44031356
chr6,43590241,43611931	chr6,44035137,44041606
chr6,43590241,43611931	chr6,44049427,44057135
chr6,43590241,43611931	chr6,44058758,44061526
chr6,43590241,43611931	chr6,44068828,44069671
chr6,43590241,43611931	chr6,44073636,44074893
chr6,43611932,43619675	chr6,43913930,43924306
chr6,43611932,43619675	chr6,44035137,44041606
chr6,43611932,43619675	chr6,44041607,44048951
chr6,43611932,43619675	chr6,44200920,44205640
chr6,43611932,43619675	chr6,57327699,57335290
chr6,43654731,43655823	chr6,43640453,43652413
chr6,43654731,43655823	chr6,43721503,43730521
chr6,43654731,43655823	chr6,44001929,44016016
chr6,43654731,43655823	chr6,44016342,44027632
chr6,43654731,43655823	chr6,44027857,44031356
chr6,43654731,43655823	chr6,44041607,44048951
chr6,43654731,43655823	chr6,44058758,44061526
chr6,43731585,43743257	chr6,43787561,43794991
chr6,43731585,43743257	chr6,43820490,43824572
chr6,43731585,43743257	chr6,43866443,43870836
chr6,43731585,43743257	chr6,43895942,43903654
chr6,43731585,43743257	chr6,43913930,43924306
chr6,43731585,43743257	chr6,43924307,43934320
chr6,43731585,43743257	chr6,43934321,43944833
chr6,43731585,43743257	chr6,43945115,43947573
chr6,43731585,43743257	chr6,43952865,43958758
chr6,43731585,43743257	chr6,43958941,43966635
chr6,43731585,43743257	chr6,43995787,44001786
chr6,43731585,43743257	chr6,44001929,44016016
chr6,43731585,43743257	chr6,44016342,44027632
chr6,43731585,43743257	chr6,44027857,44031356
chr6,43731585,43743257	chr6,44031357,44035136
chr6,43731585,43743257	chr6,44035137,44041606
chr6,43731585,43743257	chr6,44041607,44048951
chr6,43731585,43743257	chr6,44048952,44049426
chr6,43731585,43743257	chr6,44061527,44067665
chr6,43731585,43743257	chr6,44074894,44084043
chr6,43731585,43743257	chr6,44101511,44114118
chr6,43731585,43743257	chr6,44215575,44219471
chr6,43966636,43978360	chr6,43775163,43779980
chr6,44084232,44096220	chr6,43526389,43538917
chr6,44084232,44096220	chr6,43546712,43558784
chr6,44084232,44096220	chr6,43621848,43629062
chr6,44084232,44096220	chr6,43638739,43640452
chr6,44084232,44096220	chr6,43694873,43700404
chr6,44084232,44096220	chr6,43700405,43701646
chr6,44084232,44096220	chr6,43711775,43712981
chr6,44084232,44096220	chr6,43712982,43715585
chr6,44084232,44096220	chr6,43745038,43754586
chr6,44084232,44096220	chr6,43787561,43794991
chr6,44084232,44096220	chr6,43824573,43834442
chr6,44119162,44128449	chr6,43581014,43581636
chr6,44119162,44128449	chr6,43621848,43629062
chr6,44119162,44128449	chr6,43681999,43684269
chr6,44119162,44128449	chr6,43687750,43694872
chr6,44119162,44128449	chr6,43700405,43701646
chr6,44119162,44128449	chr6,43721503,43730521
chr6,44119162,44128449	chr6,43765114,43775162
chr6,44119162,44128449	chr6,44061527,44067665
chr6,44119162,44128449	chr6,44067666,44068827
chr6,44119162,44128449	chr6,44101511,44114118
chr6,44119162,44128449	chr6,44200920,44205640
chr6,44119162,44128449	chr6,44205641,44209847
chr6,44119162,44128449	chr6,44223056,44224201
chr6,44119162,44128449	chr6,44297027,44305879
chr6,44182644,44198575	chr6,37047742,37050915
chr6,44182644,44198575	chr6,43581637,43587467
chr6,44182644,44198575	chr6,43621848,43629062
chr6,44182644,44198575	chr6,43687750,43694872
chr6,44182644,44198575	chr6,43721503,43730521
chr6,44182644,44198575	chr6,43913930,43924306
chr6,44182644,44198575	chr6,44061527,44067665
chr6,44182644,44198575	chr6,44069672,44073635
chr6,44182644,44198575	chr6,44101511,44114118
chr6,44182644,44198575	chr6,44148675,44152978
chr6,44209848,44215574	chr6,43640453,43652413
chr6,44209848,44215574	chr6,43800703,43804487
chr6,44209848,44215574	chr6,44128450,44148674
chr6,44209848,44215574	chr6,44148675,44152978
chr6,44209848,44215574	chr6,44171425,44175620
chr6,44209848,44215574	chr6,44219472,44223055
chr6,44209848,44215574	chr6,44297027,44305879
chr6,44224202,44234925	chr6,13564148,13571798
chr6,44224202,44234925	chr6,43621848,43629062
chr6,44224202,44234925	chr6,43721503,43730521
chr6,44224202,44234925	chr6,44101511,44114118
chr6,44224202,44234925	chr6,44128450,44148674
chr6,44224202,44234925	chr6,44255617,44263826
chr6,44224202,44234925	chr6,44277381,44279449
chr6,44224202,44234925	chr6,44288435,44297026
chr6,44224202,44234925	chr6,44297027,44305879
chr6,44224202,44234925	chr6,44305880,44307605
chr6,44224202,44234925	chr6,44307606,44309797
chr6,44224202,44234925	chr6,44313229,44317575
chr6,44224202,44234925	chr6,44318321,44324806
chr6,44224202,44234925	chr6,44324807,44332404
chr6,44234926,44248454	chr6,44255617,44263826
chr6,44234926,44248454	chr6,44297027,44305879
chr6,44234926,44248454	chr6,44305880,44307605
chr6,44234926,44248454	chr6,44307606,44309797
chr6,44234926,44248454	chr6,44313229,44317575
chr6,44234926,44248454	chr6,44318321,44324806
chr6,44264965,44272755	chr6,43745038,43754586
chr6,44264965,44272755	chr6,44061527,44067665
chr6,44264965,44272755	chr6,44248717,44255616
chr6,44264965,44272755	chr6,44255617,44263826
chr6,44279450,44288287	chr6,108814420,108819016
chr6,44310084,44313067	chr6,43681999,43684269
chr6,44310084,44313067	chr6,43760364,43765113
chr6,44310084,44313067	chr6,44255617,44263826
chr6,44310084,44313067	chr6,44263827,44264964
chr6,44310084,44313067	chr6,44297027,44305879
chr6,44310084,44313067	chr6,44307606,44309797
chr6,44340580,44359065	chr6,45981875,45986215
chr6,45161166,45166605	chr6,44445221,44452410
chr6,45161166,45166605	chr6,44535991,44542334
chr6,45161166,45166605	chr6,44567416,44576981
chr6,45161166,45166605	chr6,45693499,45702874
chr6,45294997,45296033	chr6,44576982,44585975
chr6,45294997,45296033	chr6,44622203,44625399
chr6,45338965,45346092	chr6,44387696,44393015
chr6,45338965,45346092	chr6,44489267,44499825
chr6,45338965,45346092	chr6,44560268,44565799
chr6,45338965,45346092	chr6,44576982,44585975
chr6,45338965,45346092	chr6,44622203,44625399
chr6,45338965,45346092	chr6,44876684,44878846
chr6,45338965,45346092	chr6,45779546,45784061
chr6,45612273,45616894	chr6,44510270,44514551
chr6,45612273,45616894	chr6,44560268,44565799
chr6,45612273,45616894	chr6,44689348,44695587
chr6,45986216,45990672	chr6,47221303,47232771
chr6,46047559,46048185	chr6,45166606,45168878
chr6,46097340,46105146	chr6,45917420,45928045
chr6,46138035,46141476	chr6,46517130,46524443
chr6,4642925,4648196	chr6,4257688,4258916
chr6,4642925,4648196	chr6,4772700,4774339
chr6,4642925,4648196	chr6,4930258,4934013
chr6,4642925,4648196	chr6,4944034,4950103
chr6,4642925,4648196	chr6,5024818,5028272
chr6,46456482,46462203	chr6,46957616,46963738
chr6,46555267,46557374	chr6,46258874,46261196
chr6,46654762,46658027	chr6,46182416,46194893
chr6,46654762,46658027	chr6,46258874,46261196
chr6,46654762,46658027	chr6,46957616,46963738
chr6,46689624,46704415	chr6,46227110,46232052
chr6,46689624,46704415	chr6,46347682,46352877
chr6,46689624,46704415	chr6,46957616,46963738
chr6,46757828,46762108	chr6,46406522,46413644
chr6,46757828,46762108	chr6,47006437,47009455
chr6,46871121,46871922	chr6,143558502,143558927
chr6,46919995,46924792	chr6,48314958,48321955
chr6,47277584,47286611	chr6,46845631,46848180
chr6,47277584,47286611	chr6,46979497,46984910
chr6,47277584,47286611	chr6,47054785,47065767
chr6,47277584,47286611	chr6,47066719,47071716
chr6,47277584,47286611	chr6,47071717,47073153
chr6,47277584,47286611	chr6,78953896,78958473
chr6,47653526,47654318	chr6,48404138,48409959
chr6,4774340,4776651	chr6,4248191,4257687
chr6,4774340,4776651	chr6,4283054,4284752
chr6,4774340,4776651	chr6,4335553,4342153
chr6,4774340,4776651	chr6,4345637,4349847
chr6,4774340,4776651	chr6,4367396,4372855
chr6,4774340,4776651	chr6,4455610,4467622
chr6,4774340,4776651	chr6,4478918,4481172
chr6,4774340,4776651	chr6,4651490,4652569
chr6,47746676,47749935	chr6,47634935,47641082
chr6,47746676,47749935	chr6,48432487,48434891
chr6,47746676,47749935	chr6,48454217,48457892
chr6,47746676,47749935	chr6,48701394,48703887
chr6,47746676,47749935	chr6,49057770,49060018
chr6,47790995,47800098	chr6,48377979,48380258
chr6,47790995,47800098	chr6,48443935,48453540
chr6,47790995,47800098	chr6,48689252,48699449
chr6,47790995,47800098	chr6,48732219,48741434
chr6,47790995,47800098	chr6,49399323,49402949
chr6,48031496,48036945	chr6,47759978,47763781
chr6,48031496,48036945	chr6,48434892,48443934
chr6,49310139,49312609	chr6,49072165,49079729
chr6,49430294,49433149	chr6,47993883,47997605
chr6,49430294,49433149	chr6,49951716,49954942
chr6,49466721,49481554	chr6,49803790,49805580
chr6,49500115,49518290	chr6,47114784,47123053
chr6,49500115,49518290	chr6,49805581,49809392
chr6,49603508,49606393	chr6,49887038,49895598
chr6,49603508,49606393	chr6,49991133,49999896
chr6,49603508,49606393	chr6,50001823,50013066
chr6,49708145,49713404	chr6,2568883,2571280
chr6,49708145,49713404	chr6,49402950,49408856
chr6,49752351,49757086	chr6,47800099,47808252
chr6,49752351,49757086	chr6,47812233,47823649
chr6,49752351,49757086	chr6,49564355,49570020
chr6,49782196,49793228	chr6,47681196,47682223
chr6,49782196,49793228	chr6,49415318,49418357
chr6,49782196,49793228	chr6,49442934,49446783
chr6,49782196,49793228	chr6,49518291,49524123
chr6,49836010,49844905	chr6,48509226,48511706
chr6,49836010,49844905	chr6,50033734,50036465
chr6,49914174,49920177	chr6,49658531,49659499
chr6,49931441,49936951	chr6,49615778,49627579
chr6,49931441,49936951	chr6,50786648,50796767
chr6,49936952,49940249	chr6,49294821,49298438
chr6,49936952,49940249	chr6,49602375,49602931
chr6,49986326,49991132	chr6,49518291,49524123
chr6,49986326,49991132	chr6,49557872,49564354
chr6,49986326,49991132	chr6,49615778,49627579
chr6,49986326,49991132	chr6,49630961,49638828
chr6,5001223,5006339	chr6,4165737,4174011
chr6,5001223,5006339	chr6,4274380,4281312
chr6,5001223,5006339	chr6,4289764,4294345
chr6,5001223,5006339	chr6,4315370,4317688
chr6,50013067,50017702	chr6,49518291,49524123
chr6,50013067,50017702	chr6,49553981,49557871
chr6,50681194,50681748	chr6,50782357,50785085
chr6,50681194,50681748	chr6,50786648,50796767
chr6,50681194,50681748	chr6,50796768,50800786
chr6,50681194,50681748	chr6,50812103,50813742
chr6,50681194,50681748	chr6,50813743,50815387
chr6,50785086,50786647	chr6,50667426,50681193
chr6,50785086,50786647	chr6,50681749,50683863
chr6,50785086,50786647	chr6,50683864,50685213
chr6,50785086,50786647	chr6,50688299,50690633
chr6,50785086,50786647	chr6,50812103,50813742
chr6,50785086,50786647	chr6,51773236,51777500
chr6,50785086,50786647	chr6,51868806,51876866
chr6,50785086,50786647	chr6,51878287,51885101
chr6,50785086,50786647	chr6,51885102,51886228
chr6,50785086,50786647	chr6,51886229,51886937
chr6,5081501,5086214	chr6,4294346,4296177
