PIR	SIZE	RNA_OVERLAP	promoter_genes	TPMs	ENCODE_merged
6_30680531_30682736	2205	RNA	AL662800.1;ATAT1;MRPS18B;PPP1R10;PTMAP1;AL662800.2;C6orf136;DDX39B;SNORD117	NA;16.0990685836834;62.146112;34.8704489;0.151803;NA;14.83271;777.297921098272;NA	0
6_30682737_30683520	783	RNA	AL662800.2;C6orf136;MDC1-AS1;MDC1	NA;14.83271;NA;55.1567547072719	0
6_30700751_30701902	1151	noRNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_30701903_30706007	4104	noRNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_30706473_30707752	1279	noRNA	RNU6-1133P	NA	0
6_30717775_30727493	9718	RNA	RNU6-1133P	NA	0
6_30727494_30738383	10889	noRNA	FLOT1;IER3;XXbac-BPG252P9.10;DDR1-AS1;DDR1;DPCR1;HCG21;CDSN;PSORS1C1;MCCD1;RPL15P4	175.140651747586;70.9777236;NA;NA;163.50844761072;0.38243036;NA;0.027954;0.9869174;0;0	0
6_30738384_30742741	4357	noRNA	HCG21	NA	0
6_30742742_30744781	2039	noRNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_30755973_30761751	5778	RNA	RNU6-1133P;C6orf15	NA;0	1
6_30761752_30763443	1691	noRNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_30763524_30772156	8632	RNA	FLOT1;IER3;XXbac-BPG252P9.10;HCG21;C6orf15	175.140651747586;70.9777236;NA;NA;0	0
6_30772157_30783268	11111	RNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_3079025_3089705	10680	RNA	SERPINB6	32.824402	0
6_30791131_30795735	4604	noRNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	0
6_30795736_30825725	29989	RNA	ABCF1;MIR877;FLOT1;IER3;XXbac-BPG252P9.10;POU5F1	111.904158576866;NA;175.140651747586;70.9777236;NA;1083.04956562112	1
6_30835722_30843269	7547	RNA	NRM;PPP1R18	33.1560516;18.7589936064194	0
6_30854701_30863498	8797	RNA	AL662800.1;ATAT1;MRPS18B;PPP1R10;PTMAP1;AL662800.2;C6orf136;FLOT1;IER3;XXbac-BPG252P9.10;C6orf15	NA;16.0990685836834;62.146112;34.8704489;0.151803;NA;14.83271;175.140651747586;70.9777236;NA;0	1
6_30863499_30864616	1117	RNA	MDC1-AS1;MDC1	NA;55.1567547072719	0
6_30886222_30894476	8254	RNA	HLA-E;FLOT1;IER3;XXbac-BPG252P9.10;DPCR1;HCG21;RNU6-1133P;CDSN;PSORS1C1	25.27378024;175.140651747586;70.9777236;NA;0.38243036;NA;NA;0.027954;0.9869174	0
6_3089706_3103862	14156	RNA	SERPINB1;RP1-40E16.11;NA	19.43694;NA;NA	0
6_30923841_30924704	863	noRNA	DHX16;POU5F1	34.1149246329;1083.04956562112	0
6_30986244_30997711	11467	RNA	SFTA2;Y_RNA	0;NA	0
6_30997712_31002241	4529	RNA	DDR1-AS1;DDR1;DPCR1;HCG21;HCP5;MICA;XXbac-BPG181B23.7;Y_RNA	NA;163.50844761072;0.38243036;NA;NA;12.596204;NA;NA	0
6_31008145_31009447	1302	RNA	DPCR1;HCG21	0.38243036;NA	0
6_31030524_31033558	3034	noRNA	HCG21	NA	0
6_31033559_31038389	4830	noRNA	FLOT1;IER3;XXbac-BPG252P9.10;DDR1-AS1;DDR1;DDR1;GTF2H4;RN7SL175P;VARS2;DPCR1;HCG21	175.140651747586;70.9777236;NA;NA;163.50844761072;163.50844761072;41.88401;NA;31.3400925274919;0.38243036;NA	1
6_31038390_31040643	2253	noRNA	FLOT1;IER3;XXbac-BPG252P9.10;DDR1-AS1;DDR1;DDR1;GTF2H4;RN7SL175P;VARS2;DPCR1;HCG21	175.140651747586;70.9777236;NA;NA;163.50844761072;163.50844761072;41.88401;NA;31.3400925274919;0.38243036;NA	1
6_31040644_31047750	7106	noRNA	GNL1;PRR3;AL662800.2;C6orf136;TUBB;XXbac-BPG252P9.9;FLOT1;IER3;XXbac-BPG252P9.10;DDR1-AS1;DDR1;DDR1;GTF2H4;RN7SL175P;VARS2;DPCR1;HCG21	112.2922601935;14.3897214172;NA;14.83271;1783.84983834117;NA;175.140651747586;70.9777236;NA;NA;163.50844761072;163.50844761072;41.88401;NA;31.3400925274919;0.38243036;NA	1
6_31062023_31078577	16554	RNA	AL662800.1;ATAT1;MRPS18B;PPP1R10;PTMAP1;AL662800.2;C6orf136;DDR1-AS1;DDR1;DDR1;GTF2H4;RN7SL175P;VARS2;DPCR1;HCG21	NA;16.0990685836834;62.146112;34.8704489;0.151803;NA;14.83271;NA;163.50844761072;163.50844761072;41.88401;NA;31.3400925274919;0.38243036;NA	1
6_31094543_31101717	7174	RNA	AL662800.2;C6orf136;DPCR1;HCG21	NA;14.83271;0.38243036;NA	1
6_31101718_31112100	10382	RNA	DPCR1	0.38243036	1
6_31112101_31112371	270	noRNA	DDR1;GTF2H4;RN7SL175P;VARS2	163.50844761072;41.88401;NA;31.3400925274919	0
6_31113777_31115262	1485	noRNA	MDC1	55.1567547072719	0
6_31118518_31123047	4529	noRNA	DDX39B-AS1;DDX39B	NA;777.297921098272	0
6_3119854_3129612	9758	RNA	NA;PSMG4;TUBB2B	NA;48.465314;1029.32	1
6_31272178_31281067	8889	RNA	DDR1;GTF2H4;RN7SL175P;VARS2	163.50844761072;41.88401;NA;31.3400925274919	0
6_3129613_3131978	2365	noRNA	RP1-40E16.11	NA	0
6_31305301_31308234	2933	noRNA	CDSN;PSORS1C1	0.027954;0.9869174	0
6_31308235_31312968	4733	RNA	HCG21	NA	1
6_31312969_31318712	5743	noRNA	DPCR1;HCG21;C6orf15	0.38243036;NA;0	1
6_3132529_3139357	6828	RNA	RP1-40E16.11;NA	NA;NA	1
6_31338320_31349118	10798	RNA	FLOT1;IER3;XXbac-BPG252P9.10	175.140651747586;70.9777236;NA	1
6_3139358_3149254	9896	RNA	NA;NA;PSMG4;TUBB2B	NA;NA;48.465314;1029.32	1
6_31416203_31434822	18619	RNA	MDC1-AS1;MDC1	NA;55.1567547072719	0
6_31449047_31457580	8533	noRNA	CDSN;PSORS1C1	0.027954;0.9869174	0
6_31469200_31484640	15440	RNA	DDR1;GTF2H4;RN7SL175P;VARS2;MCCD1;RPL15P4;DDX39B;SNORD117;C6orf25;DDAH2;LY6G6C;LY6G6D	163.50844761072;41.88401;NA;31.3400925274919;0;0;777.297921098272;NA;0.1916840177568;79.231697263602;0.0701869;0.7389678	0
6_31506445_31509719	3274	RNA	MCCD1;RPL15P4;LTB;APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;CSNK2B-LY6G5B-1181;LY6G5B;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;VWA7;Y_RNA;C6orf48;SNORD52	0;0;0.1506514;2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;198.2779055;NA;28.6410213031709;NA;NA;8.726819153;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;0.9471345;NA;105.68485;NA	0
6_31545440_31548101	2661	RNA	HLA-DQA2	0	0
6_31583305_31585091	1786	noRNA	DDX39B-AS1;DDX39B	NA;777.297921098272	0
6_31593690_31595116	1426	noRNA	DDX39B;SNORD117;DDX39B-AS1;DDX39B;APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;VARS;VWA7;Y_RNA	777.297921098272;NA;NA;777.297921098272;2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;116.6345007;0.9471345;NA	0
6_31595117_31605953	10836	RNA	DDX39B-AS1;DDX39B;APOM;BAG6;VARS;VWA7;Y_RNA;NEU1;C2;EHMT2;ZBTB12	NA;777.297921098272;2.52822430734688;219.082970092899;116.6345007;0.9471345;NA;39.9440262;0.6896692;79.7088761585572;14.03105	0
6_31605954_31612590	6636	RNA	DDX39B;SNORD117;DDX39B-AS1;DDX39B;APOM;BAG6;LY6G6E;XXbac-BPG32J3.20;MSH5;MSH5-SAPCD1;RNU6-850P;VARS;VWA7;Y_RNA;NEU1;C2;CFB	777.297921098272;NA;NA;777.297921098272;2.52822430734688;219.082970092899;0;0;18.7670142305287;5.22972121319167;NA;116.6345007;0.9471345;NA;39.9440262;0.6896692;0.603637	0
6_31614982_31616968	1986	noRNA	DDX39B;SNORD117;LTB;PRRC2A;SNORA38;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;VWA7;Y_RNA;NEU1;MIR1236	777.297921098272;NA;0.1506514;131.76085230522;NA;198.2779055;NA;28.6410213031709;NA;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;0.9471345;NA;39.9440262;NA	0
6_31658518_31661601	3083	RNA	APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B-LY6G5B-1181;LY6G5B;C6orf25;DDAH2;LY6G6C;LY6G6D;MSH5;MSH5-SAPCD1;RNU6-850P;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;VWA7;Y_RNA;LSM2;HSPA1A;HSPA1L;C6orf48;SNORD52	2.52822430734688;219.082970092899;NA;11.72182;NA;8.726819153;0.1916840177568;79.231697263602;0.0701869;0.7389678;18.7670142305287;5.22972121319167;NA;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;0.9471345;NA;122.529044;22.8858114;1.29909;105.68485;NA	0
6_3168757_3171860	3103	noRNA	HIST1H2BE;LARP1P1	0.518784;0	0
6_31699653_31701151	1498	noRNA	DDX39B-AS1;DDX39B;CSNK2B-LY6G5B-1181;LY6G5B;C6orf48;HSPA1B;SNORD48;C6orf48;SNORD52	NA;777.297921098272;NA;8.726819153;105.68485;55.7505785213;NA;105.68485;NA	0
6_31701152_31703513	2361	noRNA	APOM;BAG6;C6orf47-AS1;C6orf47;C6orf48;HSPA1B;SNORD48	2.52822430734688;219.082970092899;NA;11.72182;105.68485;55.7505785213;NA	0
6_31703514_31706939	3425	RNA	APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;HSPA1A;HSPA1L;C6orf48;SNORD52	2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;22.8858114;1.29909;105.68485;NA	1
6_31709049_31710728	1679	RNA	MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;C2;EHMT2;ZBTB12	5.22972121319167;NA;3.4657586;0.9471345;0.6896692;79.7088761585572;14.03105	0
6_31710729_31713257	2528	RNA	APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;CSNK2B-LY6G5B-1181;LY6G5B;MSH5;MSH5-SAPCD1;RNU6-850P;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7	2.52822430734688;219.082970092899;NA;11.72182;198.2779055;NA;28.6410213031709;NA;NA;8.726819153;18.7670142305287;5.22972121319167;NA;5.22972121319167;NA;3.4657586;0.9471345	0
6_31713258_31720597	7339	RNA	ABHD16A;LY6G5C;CLIC1;MSH5;MSH5-SAPCD1;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;MIR1236	30.3770852504;1.5302263;410.20569919957;18.7670142305287;5.22972121319167;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;NA	0
6_31737057_31742530	5473	RNA	APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B-LY6G5B-1181;LY6G5B;ABHD16A;LY6G5C;ABHD16A;MIR4646;C6orf25;DDAH2;LY6G6C;LY6G6D;MSH5;MSH5-SAPCD1;RNU6-850P;VARS;C2;EHMT2;ZBTB12	2.52822430734688;219.082970092899;NA;11.72182;NA;8.726819153;30.3770852504;1.5302263;30.3770852504;NA;0.1916840177568;79.231697263602;0.0701869;0.7389678;18.7670142305287;5.22972121319167;NA;116.6345007;0.6896692;79.7088761585572;14.03105	1
6_31750783_31753068	2285	RNA	APOM;BAG6;CSNK2B-LY6G5B-1181;LY6G5B	2.52822430734688;219.082970092899;NA;8.726819153	0
6_31785890_31788100	2210	noRNA	APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B-LY6G5B-1181;LY6G5B;ABHD16A;LY6G5C;ABHD16A;MIR4646	2.52822430734688;219.082970092899;NA;11.72182;NA;8.726819153;30.3770852504;1.5302263;30.3770852504;NA	0
6_31805115_31812121	7006	RNA	APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;ABHD16A;LY6G5C;C6orf25;DDAH2;LY6G6C;LY6G6D;CLIC1;MSH5;MSH5-SAPCD1;MSH5;MSH5-SAPCD1;RNU6-850P;VARS;VWA7;Y_RNA;VARS;C6orf48;HSPA1B;SNORD48	2.52822430734688;219.082970092899;NA;11.72182;198.2779055;NA;28.6410213031709;NA;30.3770852504;1.5302263;0.1916840177568;79.231697263602;0.0701869;0.7389678;410.20569919957;18.7670142305287;5.22972121319167;18.7670142305287;5.22972121319167;NA;116.6345007;0.9471345;NA;116.6345007;105.68485;55.7505785213;NA	0
6_31812122_31824997	12875	RNA	DDX39B-AS1;DDX39B;APOM;BAG6;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;ABHD16A;MIR4646;LY6G6E;XXbac-BPG32J3.20;C6orf25;DDAH2;LY6G6C;LY6G6D;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7	NA;777.297921098272;2.52822430734688;219.082970092899;198.2779055;NA;28.6410213031709;NA;30.3770852504;NA;0;0;0.1916840177568;79.231697263602;0.0701869;0.7389678;5.22972121319167;NA;3.4657586;0.9471345	0
6_31830742_31836414	5672	RNA	DDX39B-AS1;DDX39B;LTA;TNF;PRRC2A;SNORA38;APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;CSNK2B-LY6G5B-1181;LY6G5B;ABHD16A;LY6G5C;ABHD16A;MIR4646;LY6G6E;XXbac-BPG32J3.20;C6orf25;DDAH2;LY6G6C;LY6G6D;CLIC1;MSH5;MSH5-SAPCD1;MSH5;MSH5-SAPCD1;RNU6-850P;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;VWA7;Y_RNA;C6orf48;SNORD52;DXO;NELFE;SKIV2L;STK19	NA;777.297921098272;0;0;131.76085230522;NA;2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;198.2779055;NA;28.6410213031709;NA;NA;8.726819153;30.3770852504;1.5302263;30.3770852504;NA;0;0;0.1916840177568;79.231697263602;0.0701869;0.7389678;410.20569919957;18.7670142305287;5.22972121319167;18.7670142305287;5.22972121319167;NA;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;0.9471345;NA;105.68485;NA;12.9631906495425;92.081847234384;32.0234610669435;13.1585875809928	0
6_3185119_3188926	3807	RNA	HIST1H3H	2.41625	0
6_31855314_31860935	5621	RNA	DDX39B;SNORD117;APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;CSNK2B-LY6G5B-1181;LY6G5B;ABHD16A;LY6G5C;ABHD16A;MIR4646;CLIC1;MSH5;MSH5-SAPCD1;MSH5;MSH5-SAPCD1;RNU6-850P;MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;VARS;VWA7;Y_RNA;C2;EHMT2;ZBTB12	777.297921098272;NA;2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;198.2779055;NA;28.6410213031709;NA;NA;8.726819153;30.3770852504;1.5302263;30.3770852504;NA;410.20569919957;18.7670142305287;5.22972121319167;18.7670142305287;5.22972121319167;NA;5.22972121319167;NA;3.4657586;0.9471345;116.6345007;0.9471345;NA;0.6896692;79.7088761585572;14.03105	1
6_31860936_31863609	2673	RNA	APOM;BAG6;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA	2.52822430734688;219.082970092899;198.2779055;NA;28.6410213031709;NA	0
6_31878745_31887553	8808	RNA	PRRC2A;SNORA38;CSNK2B-LY6G5B-1181;LY6G5B;KIFC1	131.76085230522;NA;NA;8.726819153;76.4863912	1
6_31896899_31901299	4400	RNA	CSNK2B-LY6G5B-1181;LY6G5B;ABHD16A;LY6G5C;MSH5;MSH5-SAPCD1;RNU6-850P;VARS;VWA7;Y_RNA	NA;8.726819153;30.3770852504;1.5302263;18.7670142305287;5.22972121319167;NA;116.6345007;0.9471345;NA	0
6_31901300_31912819	11519	RNA	APOM;BAG6;APOM;BAG6;C6orf47-AS1;C6orf47;C2;CFB	2.52822430734688;219.082970092899;2.52822430734688;219.082970092899;NA;11.72182;0.6896692;0.603637	1
6_31912820_31915555	2735	RNA	APOM;BAG6;CSNK2B;CSNK2B-LY6G5B-1181;GPANK1;Y_RNA;CSNK2B-LY6G5B-1181;LY6G5B	2.52822430734688;219.082970092899;198.2779055;NA;28.6410213031709;NA;NA;8.726819153	0
6_31915556_31920006	4450	RNA	VARS;VWA7;Y_RNA;VARS;C2;CFB;MIR1236	116.6345007;0.9471345;NA;116.6345007;0.6896692;0.603637;NA	0
6_31920007_31922577	2570	RNA	APOM;BAG6;ABHD16A;MIR4646	2.52822430734688;219.082970092899;30.3770852504;NA	1
6_3193726_3194488	762	RNA	HIST1H4L	0.125829	0
6_3201898_3208953	7055	noRNA	NA	NA	1
6_32030374_32043977	13603	RNA	MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7	5.22972121319167;NA;3.4657586;0.9471345	0
6_32046265_32057667	11402	RNA	MSH5-SAPCD1;SAPCD1-AS1;SAPCD1;VWA7;C2;EHMT2;ZBTB12;C4A;STK19;PSMB8;PSMB9;TAPSAR1	5.22972121319167;NA;3.4657586;0.9471345;0.6896692;79.7088761585572;14.03105;1.43522303586981;13.1585875809928;3.9677841;0.40420528;NA	1
6_32059239_32072362	13123	RNA	CSNK2B-LY6G5B-1181;LY6G5B;PSMB9;TAP1	NA;8.726819153;0.40420528;4.84583240131345	1
6_32072363_32079103	6740	noRNA	VARS;MIR1236	116.6345007;NA	0
6_32085552_32092229	6677	RNA	PSMB9;TAP1	0.40420528;4.84583240131345	1
6_3208986_3213625	4639	RNA	NA	NA	1
6_32092230_32094111	1881	noRNA	TAP2	10.389175790086	0
6_32171193_32179622	8429	noRNA	TAP2	10.389175790086	0
6_32179623_32186325	6702	RNA	HLA-DQA2;HLA-DOB;TAP2;PSMB8;PSMB9;TAPSAR1	0;0.02905446;10.389175790086;3.9677841;0.40420528;NA	0
6_32186326_32189787	3461	RNA	HLA-DOB;PSMB9;TAP1	0.02905446;0.40420528;4.84583240131345	0
6_32209033_32216324	7291	RNA	HLA-DRA;HLA-DQB1-AS1;HLA-DQB1;HLA-DQB1;HLA-DOB	0.51168972;NA;38.04466664;38.04466664;0.02905446	1
6_3221177_3222753	1576	noRNA	HIST1H2BE;LARP1P1;RP1-40E16.11;NA	0.518784;0;NA;NA	0
6_32216325_32219077	2752	noRNA	PSMB9;TAP1	0.40420528;4.84583240131345	0
6_32219628_32221917	2289	noRNA	HLA-DQB1-AS1;HLA-DQB1	NA;38.04466664	0
6_32223909_32224250	341	noRNA	HLA-DQA2	0	0
6_32235923_32244431	8508	RNA	HLA-DRB1;HLA-DOB;PSMB9;TAP1	25.37621;0.02905446;0.40420528;4.84583240131345	0
6_32244432_32247777	3345	noRNA	HLA-DQA2	0	0
6_32258688_32275324	16636	noRNA	HLA-DQA2;HLA-DOB	0;0.02905446	0
6_32275325_32280320	4995	noRNA	HLA-DOB;HLA-DPA1;HLA-DPB1	0.02905446;3.3164538489015;25.32514242	0
6_32280321_32284495	4174	noRNA	HLA-DQB1-AS1;HLA-DQB1	NA;38.04466664	0
6_32296807_32317158	20351	noRNA	HLA-DOB;PSMB9;TAP1	0.02905446;0.40420528;4.84583240131345	0
6_32331332_32335324	3992	noRNA	HLA-DOB	0.02905446	0
6_32335325_32341291	5966	RNA	HLA-DQB1-AS1;HLA-DQB1;HLA-DOB;PSMB9;TAP1	NA;38.04466664;0.02905446;0.40420528;4.84583240131345	0
6_32362912_32365616	2704	noRNA	HLA-DOB	0.02905446	0
6_32365617_32367665	2048	noRNA	HLA-DQA2;PSMB9;TAP1	0;0.40420528;4.84583240131345	0
6_32367666_32372548	4882	RNA	HLA-DQB1;HLA-DOB;HLA-DMB	38.04466664;0.02905446;0.1529724	1
6_32372734_32377013	4279	noRNA	HLA-DOB;TAP2	0.02905446;10.389175790086	0
6_32381598_32383037	1439	noRNA	HLA-DOB	0.02905446	0
6_32383038_32384779	1741	noRNA	HLA-DOB	0.02905446	1
6_32385222_32394736	9514	noRNA	HLA-DQB1-AS1;HLA-DQB1;HLA-DOB;TAP2;PSMB9;TAP1	NA;38.04466664;0.02905446;10.389175790086;0.40420528;4.84583240131345	0
6_32394737_32396346	1609	noRNA	HLA-DQB1	38.04466664	0
6_32396347_32400292	3945	noRNA	HLA-DRB1;HLA-DQA2;HLA-DOB;PSMB8;PSMB9;TAPSAR1	25.37621;0;0.02905446;3.9677841;0.40420528;NA	1
6_32400293_32402751	2458	noRNA	HLA-DOB;BRD2;HLA-DMA	0.02905446;191.201211401087;4.45511494	0
6_32404397_32405592	1195	noRNA	HLA-DQB1-AS1;HLA-DQB1;HLA-DOB	NA;38.04466664;0.02905446	0
6_3240632_3243345	2713	noRNA	LINC01011;NQO2;BPHL;RP1-40E16.11;FAM50B	NA;114.31405;40.6647495;NA;0.6287474	0
6_3243346_3248341	4995	noRNA	BPHL;RP1-40E16.11;PSMG4;TUBB2B	40.6647495;NA;48.465314;1029.32	0
6_32454244_32457823	3579	noRNA	HLA-DQB1-AS1;HLA-DQB1	NA;38.04466664	0
6_3248342_3256428	8086	RNA	BPHL	40.6647495	1
6_32540333_32546807	6474	noRNA	XXbac-BPG154L12.4	NA	0
6_32551299_32554637	3338	noRNA	HCG23	NA	0
6_3256429_3269811	13382	RNA	BPHL	40.6647495	1
6_3269812_3272606	2794	noRNA	FAM50B	0.6287474	0
6_32709674_32712654	2980	noRNA	XXbac-BPG154L12.4	NA	0
6_32712655_32715132	2477	noRNA	HLA-DRA	0.51168972	0
6_32715133_32722521	7388	RNA	NA	NA	0
6_32725297_32728478	3181	noRNA	HLA-DQB1-AS1;HLA-DQB1	NA;38.04466664	0
6_32728479_32728994	515	noRNA	HLA-DRA	0.51168972	0
6_32734666_32737792	3126	noRNA	XXbac-BPG154L12.4	NA	0
6_3275619_3282217	6598	RNA	LINC01011;NQO2;C6orf201;FAM217A	NA;114.31405;0.672838;1.18719	1
6_32763678_32764745	1067	noRNA	XXbac-BPG154L12.4	NA	0
6_32764746_32767302	2556	noRNA	XXbac-BPG154L12.4;HCG23;HLA-DRA	NA;NA;0.51168972	1
6_32767303_32768985	1682	noRNA	XXbac-BPG154L12.4	NA	0
6_32768986_32769936	950	noRNA	HLA-DRA	0.51168972	0
6_32788957_32794101	5144	noRNA	AGPAT1;EGFL8;FKBPL;PPT2-EGFL8;PPT2;PRRT1;XXbac-BPG154L12.4;HCG23;HLA-DRA	82.33884394;8.82196396993;10.62246;1.566213128687;54.9374366783566;2.8839117;NA;NA;0.51168972	1
6_32812853_32818206	5353	RNA	NA	NA	0
6_32825605_32850336	24731	RNA	XXbac-BPG154L12.4	NA	1
6_32850337_32871755	21418	RNA	C2;CFB;AGPAT1;RNF5	0.6896692;0.603637;82.33884394;90.4926	1
6_3288270_3290212	1942	noRNA	C6ORF50;PRPF4B;RP3-406P24.3	NA;59.76383;NA	0
6_32931749_32933680	1931	noRNA	AGER	6.042808763336	0
6_32939560_32941867	2307	RNA	AGPAT1;EGFL8;FKBPL;PPT2-EGFL8;PPT2;PRRT1;AGPAT1;RNF5;AGER;BRD2;HLA-DMA;COL11A2;HSD17B8;RNY4P10;RXRB;SLC39A7;B3GALT4;RPS18;KIFC1	82.33884394;8.82196396993;10.62246;1.566213128687;54.9374366783566;2.8839117;82.33884394;90.4926;6.042808763336;191.201211401087;4.45511494;0.5718314368;3.34794;NA;12.22524187554;108.3880535;1.415696;3396.550695;76.4863912	0
6_32942130_32944546	2416	noRNA	ATF6B;HSD17B8;RNY4P10;RXRB;SLC39A7;B3GALT4;RPS18	34.819567052;3.34794;NA;12.22524187554;108.3880535;1.415696;3396.550695	0
6_32944547_32947570	3023	noRNA	AGPAT1;RNF5	82.33884394;90.4926	0
6_32947571_32952626	5055	RNA	BRD2;BRD2-IT1;COL11A2;HSD17B8;RNY4P10;RXRB;SLC39A7;RPS18;VPS52;B3GALT4;RPS18	191.201211401087;NA;0.5718314368;3.34794;NA;12.22524187554;108.3880535;3396.550695;39.1642311;1.415696;3396.550695	0
6_32954583_32955693	1110	RNA	ATF6B;COL11A2	34.819567052;0.5718314368	0
6_32955694_32957413	1719	noRNA	RPS18;VPS52;B3GALT4;RPS18	3396.550695;39.1642311;1.415696;3396.550695	0
6_32958638_32961022	2384	RNA	HLA-DPA1;HLA-DPB1;HSD17B8;RNY4P10;RXRB;SLC39A7	3.3164538489015;25.32514242;3.34794;NA;12.22524187554;108.3880535	0
6_32961102_32968115	7013	noRNA	HLA-DPA1;HLA-DPB1;COL11A2;HSD17B8;RNY4P10;RXRB;SLC39A7;MIR219-1;RING1;ZNF70P1;RPS18;VPS52	3.3164538489015;25.32514242;0.5718314368;3.34794;NA;12.22524187554;108.3880535;NA;22.89834;0;3396.550695;39.1642311	1
6_32968259_32970532	2273	RNA	HSD17B8;RNY4P10;RXRB;SLC39A7	3.34794;NA;12.22524187554;108.3880535	0
6_32984814_32988958	4144	RNA	HLA-DPA1;HLA-DPB1;RPL32P1;HSD17B8;RNY4P10;RXRB;SLC39A7;B3GALT4;RPS18	3.3164538489015;25.32514242;0.0916704;3.34794;NA;12.22524187554;108.3880535;1.415696;3396.550695	0
6_32988959_33004041	15082	noRNA	NA;HLA-DPA1;HLA-DPB1;HLA-DPA1;HLA-DPB1;RPL32P1;COL11A2;HSD17B8;RNY4P10;RXRB;SLC39A7;TAPBP;ZBTB22;KIFC1;PHF1	NA;3.3164538489015;25.32514242;3.3164538489015;25.32514242;0.0916704;0.5718314368;3.34794;NA;12.22524187554;108.3880535;6.0713588;6.206752;76.4863912;44.470753	1
6_33092627_33098113	5486	RNA	HSD17B8;RNY4P10;RXRB;SLC39A7	3.34794;NA;12.22524187554;108.3880535	1
6_3311727_3330933	19206	RNA	PXDC1;RP11-420L9.2;RP11-420L9.5	2.983876;0;NA	1
6_33222940_33229524	6584	RNA	RPS18;VPS52;CUTA;PHF1	3396.550695;39.1642311;225.546899;44.470753	0
6_33229842_33234945	5103	noRNA	MSH5;MSH5-SAPCD1;RNU6-850P	18.7670142305287;5.22972121319167;NA	0
6_33245382_33255432	10050	RNA	PFDN6;RGL2;WDR46;KIFC1;KIFC1;PHF1	137.6871174;29.8632354;106.756647229688;76.4863912;76.4863912;44.470753	1
6_33269487_33276404	6917	RNA	KIFC1;PHF1;SYNGAP1	76.4863912;44.470753;67.4154235956	0
6_33276405_33280320	3915	noRNA	CUL7;MRPL2	10.25387;107.6465944	0
6_33287378_33291448	4070	RNA	TAPBP;ZBTB22;SYNGAP1	6.0713588;6.206752;67.4154235956	0
6_333018_339699	6681	noRNA	RP1-20B11.2	NA	0
6_33330746_33342882	12136	RNA	HSPA1A;HSPA1L	22.8858114;1.29909	1
6_33342883_33349959	7076	RNA	PFDN6;RGL2;WDR46	137.6871174;29.8632354;106.756647229688	0
